title,price,url,scrape_date,tech_Manufacturer,tech_Country of Origin,tech_Item model number,tech_Package Dimensions,tech_ASIN,info_Manufacturer,info_Packer,info_Importer,info_Item Weight,info_Net Quantity,info_Included Components,info_Generic Name,tech_Brand,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Product Dimensions,tech_Batteries,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Audio Details,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Ram Size,tech_Graphics Card Interface,tech_Connectivity Type,tech_Number of USB 3.0 Ports,tech_Voltage,tech_Operating System,tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Item Dimensions LxWxH,tech_Resolution,tech_Computer Memory Type,tech_Optical Drive Type,tech_Memory Clock Speed,tech_Hard Drive Size,tech_Hard Drive Interface,tech_Wireless Type,tech_Average Battery Life (in hours),tech_Hard Disk Rotational Speed,tech_Number of HDMI Ports,tech_Power Source,tech_Hardware Platform,tech_Number of USB 2.0 Ports,tech_Notebook Display Technology,tech_Number of Ethernet Ports,tech_Speaker Description,tech_Wattage,tech_Average Battery Standby Life (in hours),tech_Lithium Battery Weight,tech_Number of Audio-out Ports,tech_Front Webcam Resolution,tech_Number of Lithium Metal Cells,tech_Rear Webcam Resolution,tech_Processor Socket,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Battery Average Life,tech_Battery Average Life Standby,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Total USB ports,tech_Connector Type,tech_Device interface - primary,tech_Supports Bluetooth Technology,tech_Memory Slots Available,tech_Cellular technology,tech_Refresh Rate,tech_Keyboard Description,tech_Item dimensions L x W x H,tech_Recommended Uses For Product,tech_Number of Pieces,tech_Reusability,tech_Pattern,tech_Net Quantity,tech_Finish Type
"Lenovo ThinkPad E14 AMD Ryzen 5 7530U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/1TB SSD/Windows 11 Home/AMD Radeon Graphics/Backlit Keyboard/FPR/Black/1.41 kg), 21JRS0H200","56,400",https://www.amazon.in/Lenovo-ThinkPad-Graphics-Keyboard-21JRS0H200/dp/B0DDY2FYCK/ref=sr_1_413?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-413&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Lenovo,,,44.7 x 30.5 x 7.9 cm; 1.41 kg,,,"LCFC (HeFei) Electronics Technology Co., Ltd. No.3188-1, Yungu Road, Economics and Technology Development District, Hefei, Anhui-230601, China","Lenovo India Pvt Ltd, RBD Icon, 2nd Floor, Doddenekundi Marathaalli Outer Ring Road Bangalore, India 560037",,1 Case,,Laptop,Lenovo,E14 Gen 5,Black,Laptop,,,14 Inches,,,1 Lithium Polymer batteries required. (included),AMD,Ryzen 5,2 GHz,1,16,DDR4,40 GB,SSD,"Headphones, Speakers",AMD Radeon Graphics,AMD,Integrated,Shared,,Integrated,Wi-Fi,,,Windows 11 Home,Yes,47 Watt Hours,3,"Laptop, User manual, Adapter",1 kg 410 g,B0DDY2FYCK,"2.5
2 ratings
2.5 out of 5 stars","#17,325 in Computers & Accessories (See Top 100 in Computers & Accessories)
#487 in Traditional Laptops",22 August 2024,,,,No Optical Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 14 7440 2-in-1 Laptop - 14 inch Touch FHD+ (35.56cm) Display, Intel Core i5-1334U, 16 GB RAM, 512 GB SSD, Ice Blue, 1.71Kg, Ideal for Students, Perfect for Learning and Productivity","70,490",https://www.amazon.in/Dell-Inspiron-7440-Laptop-Productivity/dp/B0DGLDHHY9/ref=sr_1_414?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-414&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Dell,China,,42.2 x 35.6 x 6.9 cm; 1.71 kg,,,Dell India Pvt. Ltd.,Dell India Pvt. Ltd.,,1 Piece,,Laptop,Dell,Inspiron,Ice Blue,Laptop,,,14 Inches,1920 x 1080 pixel,,1 Lithium Ion batteries required. (included),Intel,Core i5,4.6,1,16,DDR5,16 GB,SSD,,Intel® Graphics,Intel,Integrated,DDR4 SDRAM,,Integrated,Bluetooth,3,240 Volts,Windows 11 Home,Yes,,4,Laptop | Power Cable | Active Pen | User Manual,1 kg 710 g,B0DGLDHHY9,"3.8
4 ratings
3.8 out of 5 stars","#20,908 in Computers & Accessories (See Top 100 in Computers & Accessories)
#15 in 2 in 1 Laptops",10 September 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Dell Precision 5530 Intel Core i7 - 8850H Hexa Core Processor 8th Gen, 64 GB Ram & 1TB SSD, 15.6 Inches FHD Screen with Nvidia Quadro P1000 (4GB Graphic Card) Ultrathin Laptop","54,999",https://www.amazon.in/Refurbished-Dell-Precision-5530-Intel/dp/B0C6KRG33D/ref=sr_1_415?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-415&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Dell,,5530-i7-64-1TB-cr,,,,,,,1.00 count,,laptop,Dell,Precesion5530,black,Laptop,1.5 Centimeters,23.5 Centimeters,15.6 Inches,1920 x 1080 pixels,36 x 23.5 x 1.5 cm; 2 kg,,Intel,Core i7 8750H,2.6 GHz,1,64 GB,DDR4,64 GB,SSD,Headphones,Intel UHD Graphics 630,NVIDIA,Dedicated,DDR SDRAM,4 GB,Integrated,Wi-Fi,2,,Windows 10 Pro,No,,,"Adaptor, Laptop, power Cable",2 kg,B0C6KRG33D,"4.6
8 ratings
4.6 out of 5 stars","#19,565 in Computers & Accessories (See Top 100 in Computers & Accessories)
#21 in Sankranti / Pongal Store
#47 in 4 star rated refurbished products
#549 in Traditional Laptops",29 May 2023,36 x 23.5 x 1.5 Centimeters,Full HD (1920 X 1080) Pixels,,No Optical Drive,,1 TB,,,,5400 RPM,,Battery Powered,Windows,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple 2024 MacBook Pro Laptop with M4 chip with 10‑core CPU and 10‑core GPU: Built for Apple Intelligence, (14.2″) Liquid Retina XDR Display, 14GB Unified Memory, 1TB SSD Storage; Space Black","2,01,990",https://www.amazon.in/Apple-2024-MacBook-Laptop-10%E2%80%91core/dp/B0DLJ82ZMT/ref=sr_1_416?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-416&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Apple,China,MCX04HN/A,40.2 x 30.5 x 9.6 cm; 1.55 kg,B0DLJ82ZMT,"Apple, Apple Inc, One Apple Park Way, Cupertino, CA 95014, USA. or Apple India Private Limited 13th Floor, Prestige Minsk Square, Municipal No. 6, Cubbon Road, Bengaluru, Karnataka - 560001, India",Not Applicable for Apple (Always),"(If applicable) Apple India Private Limited 13th Floor, Prestige Minsk Square, Municipal No. 6, Cubbon Road, Bengaluru, Karnataka - 560001, India",1 kg 550 g,1 Count,"USB-C Power Adapter, USB-C to MagSafe 3 Cable (2m) 1N, 14-inch MacBook Pro 1N","14-inch MacBook Pro (M4, 2024)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer Swift Go 14 Built-in AI PC Premium Laptop Intel Core Ultra 5 125H(14-inch IPS Touchscreen WUXGA/16GB/512GB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win11/MSO)SFG14-73T, Pure Silver, 1.3kg","79,890",https://www.amazon.in/Acer-Premium-Touchscreen-Graphics-SFG14-73T/dp/B0CYHB7P1W/ref=sr_1_417?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-417&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Acer,,SFG14-73,,,,"COMPAL Electronics (CHONGQING) Co., Ltd. / No.D01, Zone D, Air Port Section of LiangLu CunTan Free Trade Port Area, YuBei District, Chongqing, China","ACER INDIA PRIVATE LIMITED Embassy Heights, 6th Floor, No. 13 Magrath Road, Next to HOSMAT Hospital, Bangalore, INDIA – 560025",,1 Count,,laptop,Acer,Swift Go 14,Silver,Standard Laptop,50.6 Centimeters,42.5 Centimeters,14 Inches,1920 x 1200 pixels,11.8 x 42.5 x 50.6 cm; 2.62 kg,1 Lithium Ion batteries required. (included),Intel,Unknown,1.2 GHz,1,16,Lpddr 5,16 GB,SSD,Speakers,integrated,Intel,Integrated,DRAM,16 GB,Integrated,Wi-Fi,,3.7 Volts,Windows 11 Home,Yes,65 Watt Hours,3,"1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",2 kg 620 g,B0CYHB7P1W,"3.2
19 ratings
3.2 out of 5 stars","#11,440 in Computers & Accessories (See Top 100 in Computers & Accessories)
#348 in Traditional Laptops",17 March 2023,11.8 x 42.5 x 50.6 Centimeters,2880 x 1800 Pixels,,,,,Solid State,,12 Hours,,1,,,,,,,65 Watt Hours,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Laptop 250 G9 (2024), Intel Core i3 12th Gen 1215U - (8GB/512GB SSD/Intel Iris Xe Graphics/Windows 11) Thin and Light Business Laptop/15.6"" (39.62cm)/Silver/1.57 kg/MS Office 2021","32,500",https://www.amazon.in/HP-Laptop-250-Intel-1215U/dp/B0DJCTF47W/ref=sr_1_418?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-418&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,HP,,250,35.8 x 24.2 x 1.9 cm; 1.5 kg,,,HP INDIA PRIVATE LIMITED,HP INDIA PRIVATE LIMITED,,1 Count,,BUSINESS LAPTOP,HP,250,Silver,,,,15.6 Inches,1366 x 768 pixels,,,Intel,Core i3-1215U,4.4 GHz,6,,DDR4,16 GB,SSD,"Headphones, Speakers",Intel Iris Xe Graphics,Intel,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi",1,,Windows 11 Pro,,,,"LAPTOP, POWER ADAPTER, USER GUIDE",1 kg 500 g,B0DJCTF47W,,"#13,990 in Computers & Accessories (See Top 100 in Computers & Accessories)
#413 in Traditional Laptops",2 October 2024,,1366 x 768 Pixels,DDR4 SDRAM,,4.4 GHz,512 GB,Solid State,,,7200 RPM,1,,,2,,1,Stereo speakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) HP Elitebook 745 G5| AMD Ryzen 5 Pro 2500U Laptop ( 16 GB DDR4 RAM | 512 GB SSD | 14"" (35.6 cm) HD | Windows 11 | MS Office | WiFi | BT | Webcam | AMD Radeon Graphics)","22,499",https://www.amazon.in/Refurbished-HP-Ryzen-Pro-2500U/dp/B0DK1V3QDK/ref=sr_1_409?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-409&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,HP,,Ryzen 5 Pro 2500U,53.7 x 33.29 x 9.2 cm; 2 kg,,,,,,,,,HP,Elitebook 745 G5,,Clamshell,,,,1920 x 1080 pixels,,1 Lithium Ion batteries required.,AMD,Ryzen 5 2500U,2 GHz,1,,DDR4,16 GB,SSD,,AMD Radeon Graphics,,Integrated,,,,"Bluetooth, Wi-Fi",,,Windows,,2.6 Watt Hours,3,,2 kg,B0DK1V3QDK,"3.3
31 ratings
3.3 out of 5 stars","#21,345 in Computers & Accessories (See Top 100 in Computers & Accessories)
#13 in Mega Offers on Renewed products
#76 in Renewed Black Friday and Cyber Monday Sale
#596 in Traditional Laptops",14 October 2024,,1920x1080,DDR4 SDRAM,,,512 GB,Solid State,,,,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Zenbook 14, Intel Core Ultra 7, 14"" 3K OLED 16:10 120 Hz, Thin & Light Laptop, Built-in AI (16GB RAM/1 TB//Win 11/Office 2021/Backlit/Touchscreen/75WHr /Foggy Silver/1.28 Kg), UX3405MA-PZ751WS","99,990",https://www.amazon.in/ASUS-Zenbook-Intel-Ultra-Built/dp/B0D89TT6VK/ref=sr_1_410?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-410&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,ASUS,,UX3405MA-PZ751WS,,,,"TECH FRONT (CHONGQING) COMPUTER CO. LTD. NO. 18, ZONGBAO ROAD, SHAPINGBA DISTRICT CHONGQING, CHINA","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",,1 Count,,Laptop,ASUS,ASUS Zenbook 14 OLED,"Silver,16GB,Intel Ultra 7 155H|Intel Arc Graphics",Ultra-Portable,41.3 Centimeters,29.1 Centimeters,14 Inches,2880 x 1800 pixels,7.4 x 29.1 x 41.3 cm; 2.73 kg,1 Lithium Ion batteries required. (included),Intel,Intel Core Ultra 7,1.4 GHz,16,16,LPDDR5X,16 GB,SSD,,Intel Arc Graphics,Intel,Integrated,GDDR5X,,PCI Express,"Bluetooth, Wi-Fi",,,Windows 11 Home,Yes,,4,"Laptop, Charging Adapter & User Manual",2 kg 730 g,B0D89TT6VK,"4.8
4 ratings
4.8 out of 5 stars","#20,964 in Computers & Accessories (See Top 100 in Computers & Accessories)
#586 in Traditional Laptops",28 June 2024,7.4 x 29.1 x 41.3 Centimeters,,DDR5 RAM,No Optical Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung Galaxy Book4 (Silver, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core 7 150U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port","70,929",https://www.amazon.in/Samsung-Processor-Windows-Fingerprint-Graphics/dp/B0CX4RDD6V/ref=sr_1_411?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-411&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Samsung,,NP750XGK-KS3IN,50.6 x 29.7 x 6.7 cm; 1.55 kg,,,"Samsung India Electronics Pvt. Ltd. having its Registered Office at: 6th Floor, DLF Centre, Sansad Marg, New Delhi-110001","Samsung India Electronics Pvt. Ltd. having its Registered Office at: 6th Floor, DLF Centre, Sansad Marg, New Delhi-110001",,1 Count,,Laptops,Samsung,Samsung Galaxy Book4,Silver,Ultra-Portable,,,15.6 Inches,1920 x 1080 pixels,,1 Lithium Ion batteries required. (included),Intel,Others,1.8 GHz,1,,LPDDR4X,16 GB,SSD,"Headphones, Speakers",Intel Iris Xe Graphics,Intel,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi",2,15.4 Volts,Windows 11 Home,Yes,54 Watt Hours,4,"Notebook,45W Charger,Data Cable(USB-C to C, 1.8m),Quick Start Guide,,",1 kg 550 g,B0CX4RDD6V,"1.0
1 rating
1.0 out of 5 stars","#69,147 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,175 in Traditional Laptops",5 March 2024,,1920 x 1080 Pixels,DDR4 SDRAM,,5.4 GHz,512 GB,Solid State,"Bluetooth, 802.11ax",,,1,,,,,,Dolby Atmos,45 Watts,,220 Grams,,1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Dell G15-5530 Gaming Laptop, Intel Core i5-13450HX Processor, 16GB DDR5, 1TB, NVIDIA RTX 3050,6GB GDDR6, 15.6"" (39.62cm) FHD 120Hz 250 nits, Backlit KB Orange,Win 11 + MSO'21, Dark Shadow Gray, 2.65kg","63,741",https://www.amazon.in/Refurbished-Dell-Gaming-i5-13450HX-Processor/dp/B0CXM14ZY7/ref=sr_1_412?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-412&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Dell India Pvt Ltd,,New Dell Gaming G15-cr,57.9 x 35.7 x 7.7 cm; 2.65 kg,,,,,,,,Laptop,Dell,G15-5530,Dark Shadow Gray with Black thermal shelf,Laptop,,,15.6 Inches,1920 x 1080 pixel,,,Intel,Core i5,4.6 GHz,1,16,DDR5,32 GB,SSD,,,NVIDIA,Dedicated,GDDR6,6 GB,,"Bluetooth, Wi-Fi",,28 Volts,Windows 11 Home,Yes,56 Watt Hours,3,"User Manual, Laptop, Charger & Adapter",2 kg 650 g,B0CXM14ZY7,"2.0
1 rating
2.0 out of 5 stars","#11,338 in Computers & Accessories (See Top 100 in Computers & Accessories)
#342 in Traditional Laptops",9 March 2024,,1920 x 1080,DDR5 RAM,,,1E+3 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 5630 13th Gen Laptop, Intel Core i5-1340P Processor/16Gb LPDDR5/512GB /16.0"" (40.64cm) FHD+ WVA AG 250 nits/Backlit KB + FPR/Windows 11+ MSO'21/McAfee 15 Months/Platinum Silver/1.85kg","64,490",https://www.amazon.in/Dell-Inspiron-i5-1340P-Processor-Platinum/dp/B0C14363BM/ref=sr_1_413?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-413&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Dell India Pvt Ltd,India,Inspiration 5630,,,,Dell India Pvt Ltd,Dell India Pvt Ltd,,1 Count,,Laptop,Dell,Inspiron,Platinum Silver,Laptop,53 Centimeters,6.6 Centimeters,16 Inches,1920 x 1080 pixel,53 x 6.6 x 53 cm; 1.85 kg,1 Lithium Ion batteries required. (included),Intel,Core i5,3.4 GHz,1,16 GB,Lpddr 5,16 GB,SSD,Speakers,,Intel,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi",1,240 Volts,Windows 11,Yes,,1,"Laptop, Battery, AC Adapter, User Guide, Manuals",1 kg 850 g,B0C14363BM,"3.8
32 ratings
3.8 out of 5 stars","#22,175 in Computers & Accessories (See Top 100 in Computers & Accessories)
#629 in Traditional Laptops",31 March 2023,53 x 6.6 x 53 Centimeters,,,,4800 MHz,512 GB,,Bluetooth,,,1,Battery Powered,,,,,,65 Watts,,,,,,0.92 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
