title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Computer Memory Type,tech_Maximum Memory Supported,tech_Hard Drive Size,tech_Hard Disk Description,tech_Hard Drive Interface,tech_Audio Details,tech_Speaker Description,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Wireless Type,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Operating System,tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_Package Dimensions,tech_Number of USB 2.0 Ports,tech_Optical Drive Type,tech_Memory Clock Speed,tech_Number of USB 3.0 Ports,tech_Power Source,tech_Average Battery Standby Life (in hours),tech_Lithium Battery Weight,tech_Number of Lithium Metal Cells,tech_Notebook Display Technology,tech_Graphics Card Ram Size,tech_Number of Ethernet Ports,tech_Front Webcam Resolution,tech_Hardware Platform,tech_Hard Disk Rotational Speed,tech_Rear Webcam Resolution,tech_Number of Microphone Ports,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components,tech_Model,tech_Model Name,tech_Model Year,tech_Flash Memory Installed Size,tech_Special Features,tech_Mounting Hardware,tech_Number of items,tech_Batteries Included,tech_Batteries Required,tech_Device interface - primary,tech_Material,tech_Has Auto Focus,tech_Includes Rechargeable Battery,tech_Includes AC Adapter,tech_Programmable Buttons,tech_Imported By
"MSI Modern 14, Intel 12th Gen. i7 1255U,36CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe/Classic Black/1.4Kg), C12MO-1202IN","47,990",https://www.amazon.in/MSI-Modern-Windows-Classic-C12MO-1202IN/dp/B0D22LZFNT/ref=sr_1_54?dib=eyJ2IjoiMSJ9.VKvpGc4Fqv7SSPg9n2GZebcRw_CwEIruROFvhgVkqKF_VC89WkqvVw4f2LAAb0fADr4vz_PNV1FkI8az220kCn0xno2qvnV2EBNFkKy5SYdlZcuo54fMZyVrnkeCo4wel0NW2UShFatsnJQO4bDfmmaykHL0UOBLK7HfWpVdQ5DM6i9uieWb54yRGfwoHi7sw4atCYiZeWxIHGsN12tLStvgqsFC__7I-qq39OQDNRDO4FqxcI_ujC-zsCBJWCejVNdMwXuvcubpqk2dHf2x7iLXbgwY2VVRw-3-iq26E_qi8soHh9GI7iY7puLF-yVpK4APeIEVK8mBZm_I4OWVFMFDGGLkOCHRXI3NlKMreSo.PicMAOz9ruVxf3QPP46uKdGd7P-5PkcHqtmO4LfD4kE&dib_tag=se&qid=1737541855&s=computers&sr=1-54&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,MSI,MSI,Modern 14,Classic Black,Laptop,43.1 Centimeters,28.6 Centimeters,36 Centimetres,1920 x 1080 pixel,1920x1080,25.2 x 28.6 x 43.1 cm; 2.42 kg,1 Lithium Polymer batteries required. (included),C12MO-1202IN,Intel,Intel Core i7,1.2 GHz,1,16,DDR4,,16 GB,,SSD,Serial ATA,Headphones,,Intel Iris Xe Graphics,Intel,Integrated,Shared,Integrated,Wi-Fi,,,1 Volts,,Windows 11 Home,,Yes,,3,Laptop,,2 kg 420 g,B0D22LZFNT,"3.8
8 ratings
3.8 out of 5 stars","#3,329 in Computers & Accessories (See Top 100 in Computers & Accessories)
#100 in Traditional Laptops",18-Apr-24,"Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China","Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China",25.2 x 28.6 x 43.1 Centimeters,1 Count,Laptop,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo V14 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics 610M/Windows 11) Thin and Light Business Laptop/14 FHD Display/Silver/1.47 kg/MS Office 2021","26,450",https://www.amazon.in/Lenovo-V14-Ryzen-7320U-Quad/dp/B0DKG7KLMN/ref=sr_1_55?dib=eyJ2IjoiMSJ9.VKvpGc4Fqv7SSPg9n2GZebcRw_CwEIruROFvhgVkqKF_VC89WkqvVw4f2LAAb0fADr4vz_PNV1FkI8az220kCn0xno2qvnV2EBNFkKy5SYdlZcuo54fMZyVrnkeCo4wel0NW2UShFatsnJQO4bDfmmaykHL0UOBLK7HfWpVdQ5DM6i9uieWb54yRGfwoHi7sw4atCYiZeWxIHGsN12tLStvgqsFC__7I-qq39OQDNRDO4FqxcI_ujC-zsCBJWCejVNdMwXuvcubpqk2dHf2x7iLXbgwY2VVRw-3-iq26E_qi8soHh9GI7iY7puLF-yVpK4APeIEVK8mBZm_I4OWVFMFDGGLkOCHRXI3NlKMreSo.PicMAOz9ruVxf3QPP46uKdGd7P-5PkcHqtmO4LfD4kE&dib_tag=se&qid=1737541855&s=computers&sr=1-55&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,Lenovo,Lenovo,V14,Silver,laptop,,,14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,,1 Lithium Ion batteries required.,V14,AMD,Ryzen 3,2.4 GHz,4,,Lpddr 5,DDR5 RAM,8 GB,512 GB,SSD,Solid State,"Headphones, Speakers",Built in Dual Speakers,AMD Radeon 610M,AMD,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",802.11ax,1,,,Windows 11 Pro,6 Hours,,36 Watt Hours,2,"LAPTOP, POWER ADAPTER, USER GUIDE",,1 kg 500 g,B0DKG7KLMN,,"#2,560 in Computers & Accessories (See Top 100 in Computers & Accessories)
#73 in Traditional Laptops",21-Oct-24,Lenovo India Private Limited,Lenovo India Private Limited,,1 Count,Business Laptop,32.3 x 22.1 x 2.1 cm; 1.5 kg,1,,4.1 GHz,2,,,,,,4 GB,1,,,7200 RPM,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6 inch (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VWIN","33,985",https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Windows-82RK00VWIN/dp/B0CR7WG86N/ref=sr_1_56?dib=eyJ2IjoiMSJ9.VKvpGc4Fqv7SSPg9n2GZebcRw_CwEIruROFvhgVkqKF_VC89WkqvVw4f2LAAb0fADr4vz_PNV1FkI8az220kCn0xno2qvnV2EBNFkKy5SYdlZcuo54fMZyVrnkeCo4wel0NW2UShFatsnJQO4bDfmmaykHL0UOBLK7HfWpVdQ5DM6i9uieWb54yRGfwoHi7sw4atCYiZeWxIHGsN12tLStvgqsFC__7I-qq39OQDNRDO4FqxcI_ujC-zsCBJWCejVNdMwXuvcubpqk2dHf2x7iLXbgwY2VVRw-3-iq26E_qi8soHh9GI7iY7puLF-yVpK4APeIEVK8mBZm_I4OWVFMFDGGLkOCHRXI3NlKMreSo.PicMAOz9ruVxf3QPP46uKdGd7P-5PkcHqtmO4LfD4kE&dib_tag=se&qid=1737541855&s=computers&sr=1-56&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,Lenovo,Lenovo,IdeaPad 3,Arctic Grey,Ultra-Portable,53.4 Centimeters,30 Centimeters,15.6 Inches,1920 x 1080 pixel,1920X1080 Pixels,7.2 x 30 x 53.4 cm; 1.6 kg,1 Lithium Polymer batteries required. (included),15IAU7,Intel,Core i3,1.2 GHz,6,,DDR4,DDR4 SDRAM,16 GB,512 GB,SSD,,"Headphones, Speakers","Stereo speakers, 1.5W x2, Dolby Audio",Intel UHD Graphics,Intel,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi",Bluetooth,1,,,"Windows 11 Home 64, English",10 Hours,Yes,45 Watt Hours,3,"Laptop, User Manual, Power Adapter",,1 kg 600 g,B0CR7WG86N,"4.1
1,009 ratings
4.1 out of 5 stars","#2,426 in Computers & Accessories (See Top 100 in Computers & Accessories)
#70 in Traditional Laptops",30-Dec-23,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",7.2 x 30 x 53.4 Centimeters,1 Piece,Laptop,,1,No Optical Drive,,2,,5 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Laptop 255 G9 (2024), AMD Athlon Silver 3050U - (8GB/256GB SSD/AMD Radeon Graphics/Windows 11) Thin and Light Business Laptop/15.6"" (39.62cm)/Black/1.47 kg/MS Office 2021","22,180",https://www.amazon.in/HP-Laptop-255-Athlon-Silver/dp/B0DJCTPW2L/ref=sr_1_57?dib=eyJ2IjoiMSJ9.VKvpGc4Fqv7SSPg9n2GZebcRw_CwEIruROFvhgVkqKF_VC89WkqvVw4f2LAAb0fADr4vz_PNV1FkI8az220kCn0xno2qvnV2EBNFkKy5SYdlZcuo54fMZyVrnkeCo4wel0NW2UShFatsnJQO4bDfmmaykHL0UOBLK7HfWpVdQ5DM6i9uieWb54yRGfwoHi7sw4atCYiZeWxIHGsN12tLStvgqsFC__7I-qq39OQDNRDO4FqxcI_ujC-zsCBJWCejVNdMwXuvcubpqk2dHf2x7iLXbgwY2VVRw-3-iq26E_qi8soHh9GI7iY7puLF-yVpK4APeIEVK8mBZm_I4OWVFMFDGGLkOCHRXI3NlKMreSo.PicMAOz9ruVxf3QPP46uKdGd7P-5PkcHqtmO4LfD4kE&dib_tag=se&qid=1737541855&s=computers&sr=1-57&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,HP,HP,255 G9,Black,Notebook,,,15.6 Inches,1366 x 768 pixels,1366 x 768 Pixels,,,255,AMD,Athlon Silver 3050U,2.3 GHz,2,,DDR4,DDR4 SDRAM,16 GB,256 GB,SSD,Solid State,"Headphones, Speakers",Built in Dual Speakers,AMD Radeon Graphics,AMD,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",,1,,,Windows 11 Pro,,,,,"LAPTOP, POWER ADAPTER, USER GUIDE",,1 kg 500 g,B0DJCTPW2L,"3.4
19 ratings
3.4 out of 5 stars","#2,372 in Computers & Accessories (See Top 100 in Computers & Accessories)
#68 in Traditional Laptops",02-Oct-24,HP INDIA PRIVATE LIMITED,HP INDIA PRIVATE LIMITED,,1 Count,BUSINESS LAPTOP,52.5 x 31.7 x 6.5 cm; 1.5 kg,2,,3.2 GHz,1,,,,,,,1,,,7200 RPM,,,,,,,,,,,,,,,,,,,,,,
"Acer ALG Gaming Laptop 12th Gen Intel Core i5 Processor (16GB RAM/512GB SSD/6GB RTX3050/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6"") Full HD, Premium Metal Body, Steel Gray, 1.99KG","61,990",https://www.amazon.in/Acer-Processor-RTX3050-Win11Home-AL15G-52/dp/B0D32TY16C/ref=sr_1_58?dib=eyJ2IjoiMSJ9.VKvpGc4Fqv7SSPg9n2GZebcRw_CwEIruROFvhgVkqKF_VC89WkqvVw4f2LAAb0fADr4vz_PNV1FkI8az220kCn0xno2qvnV2EBNFkKy5SYdlZcuo54fMZyVrnkeCo4wel0NW2UShFatsnJQO4bDfmmaykHL0UOBLK7HfWpVdQ5DM6i9uieWb54yRGfwoHi7sw4atCYiZeWxIHGsN12tLStvgqsFC__7I-qq39OQDNRDO4FqxcI_ujC-zsCBJWCejVNdMwXuvcubpqk2dHf2x7iLXbgwY2VVRw-3-iq26E_qi8soHh9GI7iY7puLF-yVpK4APeIEVK8mBZm_I4OWVFMFDGGLkOCHRXI3NlKMreSo.PicMAOz9ruVxf3QPP46uKdGd7P-5PkcHqtmO4LfD4kE&dib_tag=se&qid=1737541855&s=computers&sr=1-58&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,Acer,Acer,ALG,16 GB/512 GB SSD/NVIDIA RTX3050,Laptop,48.2 Centimeters,31.8 Centimeters,15.6 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,9 x 31.8 x 48.2 cm; 3.2 kg,1 Lithium Ion batteries required. (included),AL15G- 52,Intel,Core i5,3.3 GHz,1,16,DDR4,DDR4 SDRAM,64 GB,,SSD,Solid State,,Two built-in stereo speakers,Intel,NVIDIA,Dedicated,GDDR6,AGP,Wi-Fi,,1,,65 Watts,Windows 11 Home,,Yes,54 Watt Hours,3,"1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",India,3 kg 200 g,B0D32TY16C,"3.8
95 ratings
3.8 out of 5 stars","#2,695 in Computers & Accessories (See Top 100 in Computers & Accessories)
#76 in Traditional Laptops",29-Apr-24,"ACER INDIA PRIVATE LIMITED, RS No.38/2, Sedarpet Village, Villanur Commune, Poducherry - 605111.","ACER INDIA PRIVATE LIMITED Embassy Heights, 6th Floor, No. 13, Magrath Road, Next to HOSMAT Hospital, Bangalore, INDIA – 560025",9 x 31.8 x 48.2 Centimeters,1 Count,Laptop,,1,,3.3 GHz,3,,,,3,,6 GB,1,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) HP EliteBook 820 G4 7th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM|256 GB SSD|12.5"" (31.8 cm) HD|Windows 11|MS Office|WiFi|Webcam|Intel HD Graphics)","15,800",https://www.amazon.in/Refurbished-HP-EliteBook-Windows-Graphics/dp/B0DKT4SRBV/ref=sr_1_59?dib=eyJ2IjoiMSJ9.VKvpGc4Fqv7SSPg9n2GZebcRw_CwEIruROFvhgVkqKF_VC89WkqvVw4f2LAAb0fADr4vz_PNV1FkI8az220kCn0xno2qvnV2EBNFkKy5SYdlZcuo54fMZyVrnkeCo4wel0NW2UShFatsnJQO4bDfmmaykHL0UOBLK7HfWpVdQ5DM6i9uieWb54yRGfwoHi7sw4atCYiZeWxIHGsN12tLStvgqsFC__7I-qq39OQDNRDO4FqxcI_ujC-zsCBJWCejVNdMwXuvcubpqk2dHf2x7iLXbgwY2VVRw-3-iq26E_qi8soHh9GI7iY7puLF-yVpK4APeIEVK8mBZm_I4OWVFMFDGGLkOCHRXI3NlKMreSo.PicMAOz9ruVxf3QPP46uKdGd7P-5PkcHqtmO4LfD4kE&dib_tag=se&qid=1737541855&s=computers&sr=1-59&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,HP,HP,HP EliteBook 820 G4,,Traditional Clamshell,,,12.5 Inches,1366 x 768 pixels,1366 x 768 Pixels,,1 Lithium Ion batteries required. (included),,Intel,Intel Core i5,2.6 GHz,1,,DDR4,DDR4 SDRAM,16 GB,256 GB,SSD,Solid State,"Internal, Headphone",,,Intel,Integrated,Shared,,Wi-Fi,802.11n,,,,Windows,,Yes,55 Watt Hours,1,"Laptop, Power Cord, Battery",,1 kg 500 g,B0DKT4SRBV,"3.9
344 ratings
3.9 out of 5 stars","#2,917 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2 in Mega Offers on Renewed products
#5 in Renewed Store.
#86 in Traditional Laptops",24-Oct-24,,,,1.00 count,,47.6 x 30 x 7.2 cm; 1.5 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Renewed) DELL Latitude 5490 Core i5 8th Gen Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim","18,750",https://www.amazon.in/Renewed-Latitude-Graphics-Windows-Upgraded/dp/B0BD4BN7B6/ref=sr_1_60?dib=eyJ2IjoiMSJ9.VKvpGc4Fqv7SSPg9n2GZebcRw_CwEIruROFvhgVkqKF_VC89WkqvVw4f2LAAb0fADr4vz_PNV1FkI8az220kCn0xno2qvnV2EBNFkKy5SYdlZcuo54fMZyVrnkeCo4wel0NW2UShFatsnJQO4bDfmmaykHL0UOBLK7HfWpVdQ5DM6i9uieWb54yRGfwoHi7sw4atCYiZeWxIHGsN12tLStvgqsFC__7I-qq39OQDNRDO4FqxcI_ujC-zsCBJWCejVNdMwXuvcubpqk2dHf2x7iLXbgwY2VVRw-3-iq26E_qi8soHh9GI7iY7puLF-yVpK4APeIEVK8mBZm_I4OWVFMFDGGLkOCHRXI3NlKMreSo.PicMAOz9ruVxf3QPP46uKdGd7P-5PkcHqtmO4LfD4kE&dib_tag=se&qid=1737541855&s=computers&sr=1-60&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,Dell,Dell Computers,Latitue 5490,Black,Laptop,2.7 Centimeters,23.1 Centimeters,14 Inches,1280 x 720 pixels,HD (1366 X 768) MP,33.4 x 23.1 x 2.7 cm; 2.54 kg,1 A batteries required. (included),5490-cr,Intel,Core i5 Family,1.6 GHz,1,16 GB,DDR4,DDR4 SDRAM,16 GB,512 GB,SSD,Solid State,Speakers,,INTEL,Intel,Integrated,DDR4 SDRAM,Integrated,802_11_BGN,802.11bgn,2,,,Windows 10 Pro,3 Hours,Yes,48 Kilowatt Hours,3,"charger, laptop",,2 kg 540 g,B0BD4BN7B6,"3.1
800 ratings
3.1 out of 5 stars","#2,624 in Computers & Accessories (See Top 100 in Computers & Accessories)
#74 in Traditional Laptops",05-Sep-22,,,33.4 x 23.1 x 2.7 Centimeters,1.00 count,Business Laptop,,,No Optical Drive,,2,,20 Hours,,,LED,2,1,,"Linux, Windows",,,1,,,,,,,,,,,,,,,,,,,,
"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port","54,800",https://www.amazon.in/Samsung-Processor-Windows-Fingerprint-Graphics/dp/B0D143SJ9R/ref=sr_1_61?dib=eyJ2IjoiMSJ9.VKvpGc4Fqv7SSPg9n2GZebcRw_CwEIruROFvhgVkqKF_VC89WkqvVw4f2LAAb0fADr4vz_PNV1FkI8az220kCn0xno2qvnV2EBNFkKy5SYdlZcuo54fMZyVrnkeCo4wel0NW2UShFatsnJQO4bDfmmaykHL0UOBLK7HfWpVdQ5DM6i9uieWb54yRGfwoHi7sw4atCYiZeWxIHGsN12tLStvgqsFC__7I-qq39OQDNRDO4FqxcI_ujC-zsCBJWCejVNdMwXuvcubpqk2dHf2x7iLXbgwY2VVRw-3-iq26E_qi8soHh9GI7iY7puLF-yVpK4APeIEVK8mBZm_I4OWVFMFDGGLkOCHRXI3NlKMreSo.PicMAOz9ruVxf3QPP46uKdGd7P-5PkcHqtmO4LfD4kE&dib_tag=se&qid=1737541855&s=computers&sr=1-61&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,Samsung,Samsung,Samsung Galaxy Book4,Gray,Ultra-Portable,50 Centimeters,29.8 Centimeters,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,6.6 x 29.8 x 50 cm; 1.55 kg,1 Lithium Ion batteries required. (included),NP750XGJ-KG2IN,Intel,Intel Core i5,1.3 GHz,1,16 GB,LPDDR4X,DDR4 SDRAM,16 GB,512 GB,SSD,Solid State,"Headphones, Speakers",Dolby Atmos,Intel Iris Xe Graphics,Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi","Bluetooth, 802.11ax",1,15.4 Volts,45 Watts,Windows 11 Home,,Yes,54 Watt Hours,4,"Notebook,45W Charger,Data Cable(USB-C to C, 1.8m),Quick Start Guide,,",,1 kg 550 g,B0D143SJ9R,"3.4
19 ratings
3.4 out of 5 stars","#2,113 in Computers & Accessories (See Top 100 in Computers & Accessories)
#58 in Traditional Laptops",08-Apr-24,"Samsung India Electronics Pvt. Ltd. having its Registered Office at: 6th Floor, DLF Centre, Sansad Marg, New Delhi-110001","Samsung India Electronics Pvt. Ltd. having its Registered Office at: 6th Floor, DLF Centre, Sansad Marg, New Delhi-110001",6.6 x 29.8 x 50 Centimeters,1 Count,Laptops,,,,4.6 GHz,2,,,220 Grams,,,,,1 MP,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook Go 15 (OLED) 2023, AMD Ryzen 5 7520U, 15.6""(39.62 cm) FHD OLED, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Backlit KB/Green Grey/1.63 kg), E1504FA-LK543WS","46,990",https://www.amazon.in/ASUS-Vivobook-Windows-Backlit-E1504FA-LK543WS/dp/B0BTWDLRBQ/ref=sr_1_62?dib=eyJ2IjoiMSJ9.VKvpGc4Fqv7SSPg9n2GZebcRw_CwEIruROFvhgVkqKF_VC89WkqvVw4f2LAAb0fADr4vz_PNV1FkI8az220kCn0xno2qvnV2EBNFkKy5SYdlZcuo54fMZyVrnkeCo4wel0NW2UShFatsnJQO4bDfmmaykHL0UOBLK7HfWpVdQ5DM6i9uieWb54yRGfwoHi7sw4atCYiZeWxIHGsN12tLStvgqsFC__7I-qq39OQDNRDO4FqxcI_ujC-zsCBJWCejVNdMwXuvcubpqk2dHf2x7iLXbgwY2VVRw-3-iq26E_qi8soHh9GI7iY7puLF-yVpK4APeIEVK8mBZm_I4OWVFMFDGGLkOCHRXI3NlKMreSo.PicMAOz9ruVxf3QPP46uKdGd7P-5PkcHqtmO4LfD4kE&dib_tag=se&qid=1737541855&s=computers&sr=1-62&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,ASUS,ASUS,Vivobook Go 15 (OLED) 2023,Grey Green,Ultra-Portable,18 Millimeters,36 Centimeters,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,23.3 x 36 x 1.8 cm; 1.63 kg,1 Lithium Ion batteries required. (included),E1504FA-LK543WS,AMD,Ryzen 5,4.3 GHz,4,16 GB,DDR5,SDRAM,24 GB,512 GB,SSD,Solid State,"Headphones, Speakers","SonicMaster, Built-in speaker, Built-in array microphone",AMD Radeon™ Graphics,AMD,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi","Bluetooth, 802.11ax",1,19 Volts,65 Watts,Windows 11 Home,8 Hours,Yes,50 Watt Hours,3,"Laptop, User Manual, 65W AC Adapter",China,1 kg 630 g,B0BTWDLRBQ,"4.1
62 ratings
4.1 out of 5 stars","#3,555 in Computers & Accessories (See Top 100 in Computers & Accessories)
#107 in Traditional Laptops",04-Feb-23,"DIGITEK (CHONGQING) LIMITED B01 SEC C AIRPORT FUNCTION ZONE LIANGLU CUNTAN FREE TRADE PORT AREA, YUBEI DISTRICT CHONGQING CHINA","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (west), Mumbai 400053, India",23.3 x 36 x 1.8 Centimeters,1 Count,Laptop,,1,No Optical Drive,5500 MHz,2,,8 Hours,,,,,,720 Pixels,PC,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo V15 G4 (2024), AMD Ryzen 5 7520U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Home) Business Laptop/15.6"" FHD Display/Arctic Grey/1.57 kg/MS Office","31,490",https://www.amazon.in/Lenovo-V15-Ryzen-7520U-Quad/dp/B0DKY4SLTR/ref=sr_1_73?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-73&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,Lenovo,Lenovo,V15 G4 AMN,Arctic Grey,laptop,,,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,,,V15,AMD,Ryzen 5,2.8 GHz,4,,Lpddr 5,DDR5 RAM,16 GB,512 GB,SSD,Solid State,"Headphones, Speakers","Stereo speakers, 1.5W x2, Dolby Audio",AMD Radeon Graphics,AMD,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",802.11ax,1,,,Windows 11 Home,8 Hours,,,,"LAPTOP, POWER ADAPTER, USER GUIDE",,1 kg 500 g,B0DKY4SLTR,"4.5
4 ratings
4.5 out of 5 stars","#2,037 in Computers & Accessories (See Top 100 in Computers & Accessories)
#56 in Traditional Laptops",10-Sep-24,LENOVO INDIA PRIVATE LIMITED,LENOVO INDIA PRIVATE LIMITED,,1 Count,Business Laptop,35.89 x 23.59 x 1.98 cm; 1.5 kg,,,4.3 GHz,3,,8.7 Hours,,,,,1,,,7200 RPM,,,,,,,,,,,,,,,,,,,,,,
