title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Package Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Drive Size,tech_Hard Disk Description,tech_Hard Drive Interface,tech_Hard Disk Rotational Speed,tech_Audio Details,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Wireless Type,tech_Number of USB 2.0 Ports,tech_Number of USB 3.0 Ports,tech_Optical Drive Type,tech_Power Source,tech_Hardware Platform,tech_Operating System,tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Lithium Battery Weight,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Net Quantity,tech_Item Height,tech_Item Width,tech_Product Dimensions,tech_Computer Memory Type,tech_Memory Clock Speed,tech_Speaker Description,tech_Graphics Coprocessor,tech_Graphics Card Ram Size,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Rear Webcam Resolution,tech_Front Webcam Resolution,tech_Average Battery Life (in hours),info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Generic Name,tech_Average Battery Standby Life (in hours),tech_Number of Lithium Metal Cells,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Battery Average Life,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device interface - primary,tech_Device type,tech_Item dimensions L x W x H,tech_Recommended Uses For Product,tech_Theme,tech_Cartoon Character,tech_Special Feature,tech_Number of Pieces,tech_Style,tech_Age Range (Description),tech_Reusability,tech_Item Form,tech_Pattern,tech_Indoor/Outdoor Usage,tech_Finish Type,tech_Number of Items,tech_Target Audience,tech_ASIN,info_Manufacturer,info_Item Weight,tech_Special Features,tech_Image contrast ratio,tech_Aspect Ratio,tech_Microphone format,tech_Microphone technology,tech_Refresh Rate,tech_Number of Ports,info_Included Components,tech_Imported By,tech_Battery Charge Cycles,tech_Number of Audio-out Ports,tech_Number of Ethernet Ports,tech_Lock Type,tech_Capacity,tech_Material,tech_Mounting Type,tech_Alarm,tech_Water Resistance Level,tech_Chamber Depth,tech_Chamber Height,tech_Global Trade Identification Number,tech_Notebook Display Technology,tech_Supported Software,tech_Special features,tech_Whats in the box,tech_Number of Microphone Ports,tech_Number of VGA Ports,tech_Response Time,tech_Compatible Devices,tech_Battery Average Life Standby,tech_Blanket Form,tech_Seasons,tech_Product Care Instructions,tech_Fabric Warmth Description,tech_Sport
"(Refurbished) Acer [Smartchoice] Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/8 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG","24,641",https://www.amazon.in/Refurbished-Acer-Smartchoice-Premium-Windows/dp/B0D6LTGJ9V/ref=sr_1_1501?dib=eyJ2IjoiMSJ9.cqDGmKerPba-JQJGJqb7sbdtiX0t8RUxmhtgnZs4-zrkG54yJz9MQNqhD43I029ODao3K9U-Lt2VLzKql_0xD0-GG-r8SZDWeSuh8vxUKnPJ5ybBrWcCZ20CBe4XPXUYX4ctzQRsc-Ua6GCQZzicKPzEoW5XocmtBANXRzFOpx-DO16mFWBHeoAiMz-yGCWur9_ubpQtzS64sYjwWwJugpkMR6W1dTG-F0oThY5qzMZSCgZq8XreTqFcMncKWl2WcWh3_tvrWb94TzK-800ofWtkeJvvgQ5W1ggZ44mw2N-E4OwByQN2Pt6VmxdGwYrMVzVFkisw1AjN_rrAxMig6Nc6Xc3O6SCv_mdsW-UU47Q.MAIS0SqDOTs6dhv9BwW5MI2xFrJbMUQT4tiI7UIULpg&dib_tag=se&qid=1737707134&s=computers&sr=1-1501&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Acer,Acer,Aspire Lite,Steel Gray,Laptop,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,50.4 x 32.7 x 9.1 cm; 1.6 kg,,AL15-41-cr,AMD,Ryzen 3 5300U,2.6 GHz,1,,DDR4,32 GB,,SSD,Solid State,,Speakers,AMD,Integrated,DDR4 SDRAM,,Wi-Fi,,2,,,,,Windows 11 Home,Yes,36 Watt Hours,0.5 Grams,3,"1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",,1 kg 600 g,B0D6LTGJ9V,"1.0
2 ratings
1.0 out of 5 stars","#108,428 in Computers & Accessories (See Top 100 in Computers & Accessories)
#3,438 in Traditional Laptops",9 June 2024,1 Count,,,,DDR4 SDRAM,,Stereo speakers,AMD Radeon Graphics,,,,65 Watts,,,,,,,Laptop,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad 7th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 11/WiFi/Bluetooth/Webcam/Intel Graphics)","17,000",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Bluetooth-Graphics/dp/B0CM22KH17/ref=sr_1_1502?dib=eyJ2IjoiMSJ9.cqDGmKerPba-JQJGJqb7sbdtiX0t8RUxmhtgnZs4-zrkG54yJz9MQNqhD43I029ODao3K9U-Lt2VLzKql_0xD0-GG-r8SZDWeSuh8vxUKnPJ5ybBrWcCZ20CBe4XPXUYX4ctzQRsc-Ua6GCQZzicKPzEoW5XocmtBANXRzFOpx-DO16mFWBHeoAiMz-yGCWur9_ubpQtzS64sYjwWwJugpkMR6W1dTG-F0oThY5qzMZSCgZq8XreTqFcMncKWl2WcWh3_tvrWb94TzK-800ofWtkeJvvgQ5W1ggZ44mw2N-E4OwByQN2Pt6VmxdGwYrMVzVFkisw1AjN_rrAxMig6Nc6Xc3O6SCv_mdsW-UU47Q.MAIS0SqDOTs6dhv9BwW5MI2xFrJbMUQT4tiI7UIULpg&dib_tag=se&qid=1737707134&s=computers&sr=1-1502&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Lenovo,Lenovo,Lenovo ThinkPad,Black,Laptop,14 Inches,1366 x 768,1366 x 768 Pixels,45 x 30 x 15 cm; 1.61 kg,1 Lithium Ion batteries required. (included),,Intel,Intel Core i5,2.5 GHz,1,8 GB,DDR4,16 GB,512 GB,SSD,,,Headphones,Intel,Integrated,Shared,,"Bluetooth, Wi-Fi",,,,,,,Windows,Yes,54 Watt Hours,50 Grams,4,"Laptop, Power Cord, Battery",,1 kg 610 g,B0CM22KH17,"3.2
15 ratings
3.2 out of 5 stars","#97,229 in Computers & Accessories (See Top 100 in Computers & Accessories)
#76 in Dhanteras with Renewed
#155 in Top Rated Renewed Products
#237 in Renewed - Regional New Year",29 October 2023,1.00 count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Acer [Smartchoice] Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/8 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG","24,641",https://www.amazon.in/Refurbished-Acer-Smartchoice-Premium-Windows/dp/B0D6LTGJ9V/ref=sr_1_1513?dib=eyJ2IjoiMSJ9.T72b356zmzXlsw5KCMONp4T5EejnTswIvDo1oVVxPX4CWVYckcNbKaYAgPmt4fWdlrQrLg2gMRnkHFc8XpHdfAck5IGOk7PZAAM4IbGVZCflfSac8p9DqbUNq-8DkkbTA0cpeHdv_lwJ_YVEltkCRL4Pgtq0rN7G3Z51L2l_NlSJr6a7B6z-PNBVbt9VtDTTVCOoKJLQBd_Ygh0J-mgM-332nJOQe0uaIfil7ccKBE4loH7qNKWGMYZ8JaYgEodEh-Pd2FEF6m2arfwEymBHQhBsjfo1SsspnTYcG2jFRrx8SoIyHpEAMHeyweWsr8Tsw-n49431CccC9B2Lg-6uYCg3jZ19XtTNz45BvybFNA8.w8Mt9nukXO3N6IQODFcf93K7uB4YFO5VnHjrjKr12Bc&dib_tag=se&qid=1737707606&s=computers&sr=1-1513&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Acer,Acer,Aspire Lite,Steel Gray,Laptop,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,50.4 x 32.7 x 9.1 cm; 1.6 kg,,AL15-41-cr,AMD,Ryzen 3 5300U,2.6 GHz,1,,DDR4,32 GB,,SSD,Solid State,,Speakers,AMD,Integrated,DDR4 SDRAM,,Wi-Fi,,2,,,,,Windows 11 Home,Yes,36 Watt Hours,0.5 Grams,3,"1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",,1 kg 600 g,B0D6LTGJ9V,"1.0
2 ratings
1.0 out of 5 stars","#108,428 in Computers & Accessories (See Top 100 in Computers & Accessories)
#3,438 in Traditional Laptops",9 June 2024,1 Count,,,,DDR4 SDRAM,,Stereo speakers,AMD Radeon Graphics,,,,65 Watts,,,,,,,Laptop,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad 7th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 11/WiFi/Bluetooth/Webcam/Intel Graphics)","17,000",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Bluetooth-Graphics/dp/B0CM22KH17/ref=sr_1_1514?dib=eyJ2IjoiMSJ9.T72b356zmzXlsw5KCMONp4T5EejnTswIvDo1oVVxPX4CWVYckcNbKaYAgPmt4fWdlrQrLg2gMRnkHFc8XpHdfAck5IGOk7PZAAM4IbGVZCflfSac8p9DqbUNq-8DkkbTA0cpeHdv_lwJ_YVEltkCRL4Pgtq0rN7G3Z51L2l_NlSJr6a7B6z-PNBVbt9VtDTTVCOoKJLQBd_Ygh0J-mgM-332nJOQe0uaIfil7ccKBE4loH7qNKWGMYZ8JaYgEodEh-Pd2FEF6m2arfwEymBHQhBsjfo1SsspnTYcG2jFRrx8SoIyHpEAMHeyweWsr8Tsw-n49431CccC9B2Lg-6uYCg3jZ19XtTNz45BvybFNA8.w8Mt9nukXO3N6IQODFcf93K7uB4YFO5VnHjrjKr12Bc&dib_tag=se&qid=1737707606&s=computers&sr=1-1514&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Lenovo,Lenovo,Lenovo ThinkPad,Black,Laptop,14 Inches,1366 x 768,1366 x 768 Pixels,45 x 30 x 15 cm; 1.61 kg,1 Lithium Ion batteries required. (included),,Intel,Intel Core i5,2.5 GHz,1,8 GB,DDR4,16 GB,512 GB,SSD,,,Headphones,Intel,Integrated,Shared,,"Bluetooth, Wi-Fi",,,,,,,Windows,Yes,54 Watt Hours,50 Grams,4,"Laptop, Power Cord, Battery",,1 kg 610 g,B0CM22KH17,"3.2
15 ratings
3.2 out of 5 stars","#97,229 in Computers & Accessories (See Top 100 in Computers & Accessories)
#76 in Dhanteras with Renewed
#155 in Top Rated Renewed Products
#237 in Renewed - Regional New Year",29 October 2023,1.00 count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GIGABYTE AERO 16 YE5, 16.0"" Inch UHD+ OLED 60Hz, Intel Core i9-12900HK 12th Gen, RTX 3080Ti 16GB Graphics, Creator Laptop (32GB DDR5 RAM/Windows 11 Home/Pro/ Gen4 1TB SSD/Office 365/ Silver)","2,55,750",https://www.amazon.in/GIGABYTE-i9-12900HK-Graphics-Creator-Windows/dp/B0B7NTV5T4/ref=sr_1_1515?dib=eyJ2IjoiMSJ9.T72b356zmzXlsw5KCMONp4T5EejnTswIvDo1oVVxPX4CWVYckcNbKaYAgPmt4fWdlrQrLg2gMRnkHFc8XpHdfAck5IGOk7PZAAM4IbGVZCflfSac8p9DqbUNq-8DkkbTA0cpeHdv_lwJ_YVEltkCRL4Pgtq0rN7G3Z51L2l_NlSJr6a7B6z-PNBVbt9VtDTTVCOoKJLQBd_Ygh0J-mgM-332nJOQe0uaIfil7ccKBE4loH7qNKWGMYZ8JaYgEodEh-Pd2FEF6m2arfwEymBHQhBsjfo1SsspnTYcG2jFRrx8SoIyHpEAMHeyweWsr8Tsw-n49431CccC9B2Lg-6uYCg3jZ19XtTNz45BvybFNA8.w8Mt9nukXO3N6IQODFcf93K7uB4YFO5VnHjrjKr12Bc&dib_tag=se&qid=1737707606&s=computers&sr=1-1515&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,GIGABYTE,gigabyte,,,Laptop,,3840x2400,,43.96 x 31.5 x 9.1 cm; 4.45 kg,,,,,,,32 GB,,,1 TB,,,,Speakers,,,,,"Bluetooth, Wi-Fi",,,,,Battery Powered,PC,,,,,,,,4 kg 450 g,B0B7NTV5T4,,"#127,615 in Computers & Accessories (See Top 100 in Computers & Accessories)
#3,965 in Traditional Laptops",26 July 2022,1 Piece,,,,,,,,16 GB,,37.2 Volts,,,,6 Hours,,,,laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3 2021 11th Gen Intel Core i3 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/256GB SSD/DOS/2 Year Warranty/Arctic Grey/1.65Kg), 82H801DHIN","32,990",https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Warranty-82H801DHIN/dp/B09BCQCDF2/ref=sr_1_1516?dib=eyJ2IjoiMSJ9.T72b356zmzXlsw5KCMONp4T5EejnTswIvDo1oVVxPX4CWVYckcNbKaYAgPmt4fWdlrQrLg2gMRnkHFc8XpHdfAck5IGOk7PZAAM4IbGVZCflfSac8p9DqbUNq-8DkkbTA0cpeHdv_lwJ_YVEltkCRL4Pgtq0rN7G3Z51L2l_NlSJr6a7B6z-PNBVbt9VtDTTVCOoKJLQBd_Ygh0J-mgM-332nJOQe0uaIfil7ccKBE4loH7qNKWGMYZ8JaYgEodEh-Pd2FEF6m2arfwEymBHQhBsjfo1SsspnTYcG2jFRrx8SoIyHpEAMHeyweWsr8Tsw-n49431CccC9B2Lg-6uYCg3jZ19XtTNz45BvybFNA8.w8Mt9nukXO3N6IQODFcf93K7uB4YFO5VnHjrjKr12Bc&dib_tag=se&qid=1737707606&s=computers&sr=1-1516&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Lenovo,Lenovo,Ideapad 3,Arctic Grey,Ultra-Portable,15.6 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,,1 Lithium Polymer batteries required. (included),82H801DHIN,Intel,Core i3,3 GHz,2,8 GB,DDR4,12 GB,256 GB,SSD,USB 3.2,,"Headphones, Speakers",Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",Bluetooth,1,2,No Optical Drive,Battery Powered,PC,DOS,Yes,45 Watt Hours,,3,"Laptop,Power Adapter,User Manual,,,,,,,,,,,,,,,,,",India,1 kg 650 g,B09BCQCDF2,"4.0
87 ratings
4.0 out of 5 stars","#83,907 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,651 in Traditional Laptops",28 July 2021,1 Count,20 Millimeters,23.7 Centimeters,35.9 x 23.7 x 2 cm; 1.65 kg,DDR4 SDRAM,,"Stereo speakers, 1.5W x2, Dolby Audio",Intel UHD Graphics,8 GB,1,,,0.92 MP,,5.5 Hours,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",35.9 x 23.7 x 2 Centimeters,Laptop,6 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Renewed) Lenovo ThinkPad L430 Intel 3rd Gen Core i5 14 inches Business Laptop (4 GB/320 GB/Windows 10/1366x768/HD Graphics 4000/Black/1.99 Kg),"13,999",https://www.amazon.in/Lenovo-ThinkPad-L430-Integrated-Graphics/dp/B07MVH86NM/ref=sr_1_1517?dib=eyJ2IjoiMSJ9.T72b356zmzXlsw5KCMONp4T5EejnTswIvDo1oVVxPX4CWVYckcNbKaYAgPmt4fWdlrQrLg2gMRnkHFc8XpHdfAck5IGOk7PZAAM4IbGVZCflfSac8p9DqbUNq-8DkkbTA0cpeHdv_lwJ_YVEltkCRL4Pgtq0rN7G3Z51L2l_NlSJr6a7B6z-PNBVbt9VtDTTVCOoKJLQBd_Ygh0J-mgM-332nJOQe0uaIfil7ccKBE4loH7qNKWGMYZ8JaYgEodEh-Pd2FEF6m2arfwEymBHQhBsjfo1SsspnTYcG2jFRrx8SoIyHpEAMHeyweWsr8Tsw-n49431CccC9B2Lg-6uYCg3jZ19XtTNz45BvybFNA8.w8Mt9nukXO3N6IQODFcf93K7uB4YFO5VnHjrjKr12Bc&dib_tag=se&qid=1737707606&s=computers&sr=1-1517&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Lenovo,Lenovo,ThinkPad,Black,Laptop,14 Inches,1366x768,1366x768,,1 Lithium Ion batteries required. (included),L430,Intel,Core i5,2.5 GHz,1,4 GB,DDR3,8 GB,320 GB,HDD,,7200 RPM,Speakers,Intel,Integrated,,,Wireless,,,4,DVD-RW,Battery Powered,Windows,Windows 10,Yes,57 Watt Hours,,6,"Laptop, AC Adapter",India,2 kg 270 g,B07MVH86NM,"3.5
39 ratings
3.5 out of 5 stars","#84,431 in Computers & Accessories (See Top 100 in Computers & Accessories)
#322 in Renewed Electronics
#2,664 in Traditional Laptops",16 January 2019,,29 Millimeters,24.3 Centimeters,35.4 x 24.3 x 2.9 cm; 2.27 kg,,,Lenovo,Intel HD Graphics 4000,4 GB,,,,,,13 Hours,"Lenovo India Private Limited,1A, Edayarpalayam, Puducherry 605007",,35.4 x 24.3 x 2.9 Centimeters,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,
(Refurbished) DELL Latitude 5580 Intel i5 - 7th Gen @ 2.6 Ghz Processor with Numeric Keypad (16 GB DDR4 RAM/512 GB SSD/15.6 Inches/Windows 11/WiFi/Bluetooth/Webcam),"22,190",https://www.amazon.in/Refurbished-DELL-Latitude-5580-Intel/dp/B0DNMC5F21/ref=sr_1_1518?dib=eyJ2IjoiMSJ9.T72b356zmzXlsw5KCMONp4T5EejnTswIvDo1oVVxPX4CWVYckcNbKaYAgPmt4fWdlrQrLg2gMRnkHFc8XpHdfAck5IGOk7PZAAM4IbGVZCflfSac8p9DqbUNq-8DkkbTA0cpeHdv_lwJ_YVEltkCRL4Pgtq0rN7G3Z51L2l_NlSJr6a7B6z-PNBVbt9VtDTTVCOoKJLQBd_Ygh0J-mgM-332nJOQe0uaIfil7ccKBE4loH7qNKWGMYZ8JaYgEodEh-Pd2FEF6m2arfwEymBHQhBsjfo1SsspnTYcG2jFRrx8SoIyHpEAMHeyweWsr8Tsw-n49431CccC9B2Lg-6uYCg3jZ19XtTNz45BvybFNA8.w8Mt9nukXO3N6IQODFcf93K7uB4YFO5VnHjrjKr12Bc&dib_tag=se&qid=1737707606&s=computers&sr=1-1518&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Dell,DELL,DELL Latitude 5580,,,15.6 Inches,,1920 x 1200 pixels Pixels,40 x 30 x 10 cm; 2.6 kg,,,Intel,Core i5 7200U,2.6 GHz,1,,DDR4,64 GB,,SSD,,,,Intel,Integrated,GDDR5,Integrated,,,,3,,,,Windows,No,,,,"Laptop, Power Cord, Battery, Power Adaptor",India,2 kg 600 g,B0DNMC5F21,,"#120,377 in Computers & Accessories (See Top 100 in Computers & Accessories)
#3,767 in Traditional Laptops",20 November 2024,1.00 count,,,,,,,,,1,,,,,,rentopc.COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wings Nuvobook S2 Aluminium Alloy Metal Body Intel Core i3 11Th Gen 1125G4 - (8 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook S2-SLV Thin And Light Laptop (15.6 Inch, Silver, 1.60 Kg)","24,990",https://www.amazon.in/Wings-Nuvobook-Aluminium-Alloy-1125G4/dp/B0D2P9R6Q7/ref=sr_1_1519?dib=eyJ2IjoiMSJ9.T72b356zmzXlsw5KCMONp4T5EejnTswIvDo1oVVxPX4CWVYckcNbKaYAgPmt4fWdlrQrLg2gMRnkHFc8XpHdfAck5IGOk7PZAAM4IbGVZCflfSac8p9DqbUNq-8DkkbTA0cpeHdv_lwJ_YVEltkCRL4Pgtq0rN7G3Z51L2l_NlSJr6a7B6z-PNBVbt9VtDTTVCOoKJLQBd_Ygh0J-mgM-332nJOQe0uaIfil7ccKBE4loH7qNKWGMYZ8JaYgEodEh-Pd2FEF6m2arfwEymBHQhBsjfo1SsspnTYcG2jFRrx8SoIyHpEAMHeyweWsr8Tsw-n49431CccC9B2Lg-6uYCg3jZ19XtTNz45BvybFNA8.w8Mt9nukXO3N6IQODFcf93K7uB4YFO5VnHjrjKr12Bc&dib_tag=se&qid=1737707606&s=computers&sr=1-1519&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Wings,Shenzhen Bmorn Technology Co Ltd 5 F HENGFANG VERTERAN INDUSTRIAL PARK SHENZHEN CHINA 518102,WL-Nuvobook S2-SLV,Silver,Laptop,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,40.5 x 27.9 x 6.5 cm; 1.6 kg,,WL-Nuvobook S2-SLV,Intel,Intel Core i3,3.7 GHz,4,,DDR4,8 GB,512 GB,,,,Speakers,Intel,Integrated,Shared,Integrated,Wi-Fi,,1,2,,,,Windows 11 Home,,,,,"LAPTOP, POWER ADAPTER, USER GUIDE",China,1 kg 600 g,B0D2P9R6Q7,"3.3
3 ratings
3.3 out of 5 stars","#112,676 in Computers & Accessories (See Top 100 in Computers & Accessories)
#3,544 in Traditional Laptops",25 April 2024,1.00 count,,,,,3.7 GHz,,UHD Graphics,2 GB,1,11.1 Volts,65 Watts,,,10 Hours,Shenzhen Bmorn Technology Co Ltd 5 F HENGFANG VERTERAN INDUSTRIAL PARK SHENZHEN CHINA 518102,,,Business Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Dell Latitude Laptop 7470 Intel Core i5 - 6300u Processor 6th Gen, 8 GB Ram & 256 GB SSD, 14.1 Inches (Ultra Slim & Feather Light 1.59KG) Notebook Computer","20,500",https://www.amazon.in/Refurbished-Dell-Latitude-Laptop-Intel/dp/B0CDQ89HBM/ref=sr_1_1520?dib=eyJ2IjoiMSJ9.T72b356zmzXlsw5KCMONp4T5EejnTswIvDo1oVVxPX4CWVYckcNbKaYAgPmt4fWdlrQrLg2gMRnkHFc8XpHdfAck5IGOk7PZAAM4IbGVZCflfSac8p9DqbUNq-8DkkbTA0cpeHdv_lwJ_YVEltkCRL4Pgtq0rN7G3Z51L2l_NlSJr6a7B6z-PNBVbt9VtDTTVCOoKJLQBd_Ygh0J-mgM-332nJOQe0uaIfil7ccKBE4loH7qNKWGMYZ8JaYgEodEh-Pd2FEF6m2arfwEymBHQhBsjfo1SsspnTYcG2jFRrx8SoIyHpEAMHeyweWsr8Tsw-n49431CccC9B2Lg-6uYCg3jZ19XtTNz45BvybFNA8.w8Mt9nukXO3N6IQODFcf93K7uB4YFO5VnHjrjKr12Bc&dib_tag=se&qid=1737707606&s=computers&sr=1-1520&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Dell,Dell,7470,black,Laptop,14.1 Inches,1920 x 1080 pixels,1370 x 768 Pixels,,,7470-i5-6-8-256,Intel,Core i5 6200U,2.4 GHz,1,8 GB,DDR4,8 GB,256 GB,SSD,,5400 RPM,,Intel,Integrated,DDR SDRAM,Integrated,Wi-Fi,,,3,No Optical Drive,Battery Powered,Windows,Windows 10 Pro,No,,,,Laptop&Charger,India,1 kg 590 g,B0CDQ89HBM,"3.4
24 ratings
3.4 out of 5 stars","#84,691 in Computers & Accessories (See Top 100 in Computers & Accessories)
#195 in Sankranti / Pongal Store
#229 in Christmas with Amazon Renewed
#2,674 in Traditional Laptops",4 August 2023,1.00 count,2 Centimeters,23.5 Centimeters,34 x 23.5 x 2 cm; 1.59 kg,,,,,,,,,,,4 Hours,,,34 x 23.5 x 2 Centimeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
